Latitude (decimal degrees):	50.947
Longitude (decimal degrees):	4.827
Elevation (m):	23
Radiation database:	PVGIS-SARAH2


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20051019:1010,98.87,132.86,27.05,13.1,4.14,0.0
20051019:1110,197.49,245.87,29.07,13.65,4.14,0.0
20051019:1210,483.92,583.39,28.34,14.6,3.86,0.0
20051019:1310,605.05,737.53,24.96,15.94,4.14,0.0
20051019:1410,143.92,187.07,19.36,17.05,4.55,0.0
20051019:1510,217.48,275.97,12.09,17.17,3.66,0.0
20051019:1610,124.92,186.43,3.66,16.35,3.38,0.0
20051019:1710,0.0,0.0,0.0,14.79,3.52,0.0
20051019:1810,0.0,0.0,0.0,14.01,3.79,0.0
20051019:1910,0.0,0.0,0.0,13.87,4.69,0.0
20051019:2010,0.0,0.0,0.0,14.06,4.69,0.0
20051019:2110,0.0,0.0,0.0,14.05,4.55,0.0
20051019:2210,0.0,0.0,0.0,14.12,4.28,0.0
20051019:2310,0.0,0.0,0.0,13.74,4.0,0.0
20051020:0010,0.0,0.0,0.0,13.58,4.07,0.0
20051020:0110,0.0,0.0,0.0,13.42,4.48,0.0
20051020:0210,0.0,0.0,0.0,13.56,4.83,0.0
20051020:0310,0.0,0.0,0.0,13.7,5.38,0.0
20051020:0410,0.0,0.0,0.0,13.86,5.52,0.0
20051020:0510,0.0,0.0,0.0,13.75,5.38,0.0
20051020:0610,0.0,0.0,0.0,13.52,5.1,0.0
20051020:0710,87.1,123.32,7.94,12.75,4.97,0.0
20051020:0810,298.46,358.97,15.8,13.1,5.1,0.0
20051020:0910,249.37,302.49,22.24,13.83,5.79,0.0
20051020:1010,537.66,639.94,26.71,14.54,6.0,0.0
20051020:1110,532.62,637.47,28.71,15.16,5.79,0.0
20051020:1210,495.38,593.78,27.98,15.77,6.07,0.0
20051020:1310,46.92,72.31,24.61,16.0,5.93,0.0
20051020:1410,471.3,569.65,19.02,15.82,4.69,0.0
20051020:1510,204.88,259.27,11.76,15.55,3.52,0.0
20051020:1610,37.66,64.82,3.35,14.86,2.83,0.0
20051020:1710,0.0,0.0,0.0,13.41,2.48,0.0
20051020:1810,0.0,0.0,0.0,12.22,2.48,0.0
20051020:1910,0.0,0.0,0.0,11.32,2.14,0.0
20051020:2010,0.0,0.0,0.0,10.46,2.14,0.0
20051020:2110,0.0,0.0,0.0,9.69,2.41,0.0
20051020:2210,0.0,0.0,0.0,9.41,2.55,0.0
20051020:2310,0.0,0.0,0.0,9.25,2.69,0.0
20051021:0010,0.0,0.0,0.0,9.49,2.83,0.0
20051021:0110,0.0,0.0,0.0,10.02,2.83,0.0
20051021:0210,0.0,0.0,0.0,10.34,2.76,0.0
20051021:0310,0.0,0.0,0.0,10.44,2.69,0.0
20051021:0410,0.0,0.0,0.0,10.33,2.69,0.0
20051021:0510,0.0,0.0,0.0,10.64,2.9,0.0
20051021:0610,0.0,0.0,0.0,10.84,3.17,0.0
20051021:0710,0.3,6.49,7.67,13.04,4.0,0.0
20051021:0810,41.06,64.54,15.51,14.03,4.83,0.0
20051021:0910,11.55,25.96,21.92,14.85,5.31,0.0
20051021:1010,45.52,70.46,26.37,15.54,5.59,0.0
20051021:1110,394.11,474.32,28.35,16.08,5.79,0.0
20051021:1210,260.91,320.16,27.62,16.75,7.03,0.0
20051021:1310,210.88,263.54,24.26,17.37,6.97,0.0
20051021:1410,50.31,76.95,18.69,17.63,6.55,0.0
20051021:1510,62.05,91.32,11.44,17.59,6.48,0.0
20051021:1610,57.97,94.5,3.04,16.51,6.21,0.0
20051021:1710,0.0,0.0,0.0,15.63,5.66,0.0
20051021:1810,0.0,0.0,0.0,14.9,5.79,0.0
20051021:1910,0.0,0.0,0.0,14.82,5.79,0.0
20051021:2010,0.0,0.0,0.0,14.44,5.38,0.0
20051021:2110,0.0,0.0,0.0,14.05,5.17,0.0
20051021:2210,0.0,0.0,0.0,13.48,5.1,0.0
20051021:2310,0.0,0.0,0.0,13.09,5.24,0.0
20051022:0010,0.0,0.0,0.0,12.64,5.45,0.0
20051022:0110,0.0,0.0,0.0,12.26,5.66,0.0
20051022:0210,0.0,0.0,0.0,11.96,5.79,0.0
20051022:0310,0.0,0.0,0.0,11.82,5.86,0.0
20051022:0410,0.0,0.0,0.0,11.63,5.79,0.0
20051022:0510,0.0,0.0,0.0,11.78,5.59,0.0
20051022:0610,0.0,0.0,0.0,11.75,5.1,0.0
20051022:0710,16.96,33.71,7.39,11.97,4.28,0.0
20051022:0810,9.82,23.18,15.21,12.19,3.79,0.0
20051022:0910,28.96,49.14,21.6,12.63,3.45,0.0
20051022:1010,45.94,70.46,26.03,13.51,4.07,0.0
20051022:1110,94.18,127.94,28.0,13.83,3.66,0.0
20051022:1210,23.67,42.65,27.26,14.84,4.69,0.0
20051022:1310,16.74,33.38,23.91,15.26,4.28,0.0
20051022:1410,98.01,132.97,18.35,15.36,3.72,0.0
20051022:1510,160.78,206.6,11.12,14.71,3.86,0.0
20051022:1610,150.62,223.78,2.73,14.3,3.17,0.0
20051022:1710,0.0,0.0,0.0,13.56,2.62,0.0
20051022:1810,0.0,0.0,0.0,12.97,2.55,0.0
20051022:1910,0.0,0.0,0.0,12.72,2.41,0.0
20051022:2010,0.0,0.0,0.0,12.33,2.55,0.0
20051022:2110,0.0,0.0,0.0,12.24,2.14,0.0
20051022:2210,0.0,0.0,0.0,12.31,1.72,0.0
20051022:2310,0.0,0.0,0.0,12.28,1.93,0.0
20051023:0010,0.0,0.0,0.0,12.18,2.55,0.0
20051023:0110,0.0,0.0,0.0,12.0,2.76,0.0
20051023:0210,0.0,0.0,0.0,11.85,3.03,0.0
20051023:0310,0.0,0.0,0.0,11.37,3.31,0.0
20051023:0410,0.0,0.0,0.0,11.09,3.66,0.0
20051023:0510,0.0,0.0,0.0,10.91,3.86,0.0
20051023:0610,0.0,0.0,0.0,10.69,3.79,0.0
20051023:0710,0.0,4.64,7.12,10.59,3.52,0.0
20051023:0810,121.05,156.44,14.92,11.34,4.07,0.0
20051023:0910,407.4,484.45,21.29,12.32,3.59,0.0
20051023:1010,324.34,390.12,25.69,13.28,3.59,0.0
20051023:1110,151.48,193.76,27.65,13.77,3.66,0.0
20051023:1210,51.06,76.95,26.91,14.3,3.79,0.0
20051023:1310,122.43,160.99,23.56,14.64,3.72,0.0
20051023:1410,142.65,183.8,18.02,14.67,3.86,0.0
20051023:1510,307.6,380.64,10.81,14.46,3.79,0.0
20051023:1610,81.72,128.17,2.43,13.57,2.9,0.0
20051023:1710,0.0,0.0,0.0,12.35,2.41,0.0
20051023:1810,0.0,0.0,0.0,11.44,2.28,0.0
20051023:1910,0.0,0.0,0.0,11.23,2.9,0.0
20051023:2010,0.0,0.0,0.0,11.17,3.17,0.0
20051023:2110,0.0,0.0,0.0,11.14,3.31,0.0
20051023:2210,0.0,0.0,0.0,11.22,3.31,0.0
20051023:2310,0.0,0.0,0.0,11.49,3.38,0.0
20051024:0010,0.0,0.0,0.0,11.61,3.38,0.0
20051024:0110,0.0,0.0,0.0,11.62,3.31,0.0
20051024:0210,0.0,0.0,0.0,11.6,3.24,0.0
20051024:0310,0.0,0.0,0.0,11.24,3.38,0.0
20051024:0410,0.0,0.0,0.0,11.11,3.38,0.0
20051024:0510,0.0,0.0,0.0,11.17,3.66,0.0
20051024:0610,0.0,0.0,0.0,11.27,4.0,0.0
20051024:0710,21.75,40.39,6.84,11.18,4.83,0.0
20051024:0810,32.12,52.85,14.63,11.41,5.79,0.0
20051024:0910,15.03,30.59,20.97,11.98,6.55,0.0
20051024:1010,35.63,57.48,25.35,12.67,6.83,0.0
20051024:1110,81.88,113.11,27.3,13.55,6.83,0.0
20051024:1210,18.91,36.16,26.56,14.02,6.83,0.0
20051024:1310,21.0,38.94,23.22,13.82,6.48,0.0
20051024:1410,22.37,40.79,17.7,14.09,6.28,0.0
20051024:1510,11.58,25.96,10.5,14.41,6.41,0.0
20051024:1610,3.93,13.91,2.14,14.38,6.55,0.0
20051024:1710,0.0,0.0,0.0,14.4,6.48,0.0
20051024:1810,0.0,0.0,0.0,14.63,6.76,0.0
20051024:1910,0.0,0.0,0.0,14.27,6.62,0.0
20051024:2010,0.0,0.0,0.0,14.36,6.55,0.0
20051024:2110,0.0,0.0,0.0,14.55,6.55,0.0
20051024:2210,0.0,0.0,0.0,14.53,6.55,0.0
20051024:2310,0.0,0.0,0.0,14.36,6.14,0.0
20051025:0010,0.0,0.0,0.0,14.19,6.07,0.0
20051025:0110,0.0,0.0,0.0,14.06,6.07,0.0
20051025:0210,0.0,0.0,0.0,13.77,6.34,0.0
20051025:0310,0.0,0.0,0.0,14.03,6.69,0.0
20051025:0410,0.0,0.0,0.0,14.09,6.76,0.0
20051025:0510,0.0,0.0,0.0,14.42,6.9,0.0
20051025:0610,0.0,0.0,0.0,14.53,7.45,0.0
20051025:0710,0.3,6.49,6.57,14.36,7.86,0.0
20051025:0810,3.94,13.91,14.33,14.09,7.66,0.0
20051025:0910,32.43,53.77,20.66,14.18,8.0,0.0
20051025:1010,15.48,31.52,25.02,14.58,8.48,0.0
20051025:1110,52.45,78.8,26.95,15.4,8.41,0.0
20051025:1210,43.08,67.68,26.21,16.56,7.86,0.0
20051025:1310,451.09,538.25,22.89,16.53,8.41,0.0
20051025:1410,90.76,124.42,17.38,16.06,7.86,0.0
20051025:1510,69.28,99.63,10.19,16.41,7.24,0.0
20051025:1610,10.84,25.03,1.85,16.14,6.97,0.0
20051025:1710,0.0,0.0,0.0,15.67,6.83,0.0
20051025:1810,0.0,0.0,0.0,15.33,6.76,0.0
20051025:1910,0.0,0.0,0.0,14.63,6.83,0.0
20051025:2010,0.0,0.0,0.0,14.65,6.76,0.0
20051025:2110,0.0,0.0,0.0,14.8,6.76,0.0
20051025:2210,0.0,0.0,0.0,14.67,6.62,0.0
20051025:2310,0.0,0.0,0.0,14.44,6.48,0.0
20051026:0010,0.0,0.0,0.0,14.25,6.34,0.0
20051026:0110,0.0,0.0,0.0,14.02,6.21,0.0
20051026:0210,0.0,0.0,0.0,13.84,6.0,0.0
20051026:0310,0.0,0.0,0.0,13.62,5.86,0.0
20051026:0410,0.0,0.0,0.0,13.35,5.59,0.0
20051026:0510,0.0,0.0,0.0,13.24,5.31,0.0
20051026:0610,0.0,0.0,0.0,13.08,5.1,0.0
20051026:0710,28.37,49.93,6.3,12.97,4.41,0.0
20051026:0810,194.12,241.39,14.04,13.67,3.79,0.0
20051026:0910,357.94,427.89,20.35,14.66,5.45,0.0
20051026:1010,385.95,463.64,24.69,15.77,5.38,0.0
20051026:1110,432.26,524.66,26.61,16.64,4.0,0.0
20051026:1210,400.86,490.26,25.87,17.09,3.17,0.0
20051026:1310,263.37,327.38,22.55,17.52,2.76,0.0
20051026:1410,214.1,270.48,17.06,17.82,2.28,0.0
20051026:1510,82.69,116.78,9.89,17.57,2.34,0.0
20051026:1610,7.16,19.47,1.56,17.28,2.69,0.0
20051026:1710,0.0,0.0,0.0,17.0,2.97,0.0
20051026:1810,0.0,0.0,0.0,16.7,2.97,0.0
20051026:1910,0.0,0.0,0.0,16.12,3.03,0.0
20051026:2010,0.0,0.0,0.0,15.56,2.9,0.0
20051026:2110,0.0,0.0,0.0,15.2,2.69,0.0
20051026:2210,0.0,0.0,0.0,14.71,2.55,0.0
20051026:2310,0.0,0.0,0.0,14.52,2.48,0.0
20051027:0010,0.0,0.0,0.0,14.14,2.55,0.0
20051027:0110,0.0,0.0,0.0,13.91,2.76,0.0
20051027:0210,0.0,0.0,0.0,13.83,3.03,0.0
20051027:0310,0.0,0.0,0.0,13.79,3.31,0.0
20051027:0410,0.0,0.0,0.0,13.79,3.59,0.0
20051027:0510,0.0,0.0,0.0,13.81,3.86,0.0
20051027:0610,0.0,0.0,0.0,13.8,4.14,0.0
20051027:0710,21.95,41.47,6.03,14.17,4.28,0.0
20051027:0810,97.82,132.06,13.75,15.13,4.48,0.0
20051027:0910,322.73,392.75,20.03,16.52,3.79,0.0
20051027:1010,519.13,631.39,24.36,17.86,4.69,0.0
20051027:1110,637.39,784.35,26.27,18.85,4.97,0.0
20051027:1210,642.18,794.23,25.53,19.62,4.97,0.0
20051027:1310,575.94,711.52,22.22,20.12,4.83,0.0
20051027:1410,469.02,580.39,16.74,20.26,4.41,0.0
20051027:1510,281.46,358.54,9.6,19.85,4.07,0.0
20051027:1610,8.04,20.99,1.28,18.87,4.14,0.0
20051027:1710,0.0,0.0,0.0,17.93,4.28,0.0
20051027:1810,0.0,0.0,0.0,17.47,4.55,0.0
20051027:1910,0.0,0.0,0.0,16.89,4.62,0.0
20051027:2010,0.0,0.0,0.0,16.61,4.69,0.0
20051027:2110,0.0,0.0,0.0,16.33,4.62,0.0
20051027:2210,0.0,0.0,0.0,16.03,4.55,0.0
20051027:2310,0.0,0.0,0.0,15.81,4.69,0.0
20051028:0010,0.0,0.0,0.0,15.64,4.83,0.0
20051028:0110,0.0,0.0,0.0,15.37,4.69,0.0
20051028:0210,0.0,0.0,0.0,15.02,4.62,0.0
20051028:0310,0.0,0.0,0.0,14.66,4.55,0.0
20051028:0410,0.0,0.0,0.0,14.31,4.48,0.0
20051028:0510,0.0,0.0,0.0,13.97,4.48,0.0
20051028:0610,0.0,0.0,0.0,13.8,4.62,0.0
20051028:0710,24.71,45.48,5.75,14.77,5.03,0.0
20051028:0810,235.5,290.53,13.46,15.76,5.24,0.0
20051028:0910,416.1,503.41,19.72,17.17,4.55,0.0
20051028:1010,93.24,128.93,24.03,18.45,5.38,0.0
20051028:1110,362.85,444.35,25.93,19.41,5.52,0.0
20051028:1210,488.48,599.01,25.19,20.01,5.31,0.0
20051028:1310,313.04,388.48,21.9,20.09,4.07,0.0
20051028:1410,173.44,223.73,16.43,19.98,4.41,0.0
20051028:1510,76.97,110.63,9.3,19.5,3.86,0.0
20051028:1610,5.89,17.49,1.0,18.59,3.38,0.0
20051028:1710,0.0,0.0,0.0,17.52,3.1,0.0
20051028:1810,0.0,0.0,0.0,16.94,3.17,0.0
20051028:1910,0.0,0.0,0.0,17.0,3.24,0.0
20051028:2010,0.0,0.0,0.0,16.7,3.24,0.0
20051028:2110,0.0,0.0,0.0,16.46,3.24,0.0
20051028:2210,0.0,0.0,0.0,16.4,3.24,0.0
20051028:2310,0.0,0.0,0.0,16.21,3.31,0.0
20051029:0010,0.0,0.0,0.0,16.15,3.45,0.0
20051029:0110,0.0,0.0,0.0,15.85,3.72,0.0
20051029:0210,0.0,0.0,0.0,15.84,4.28,0.0
20051029:0310,0.0,0.0,0.0,15.57,4.34,0.0
20051029:0410,0.0,0.0,0.0,15.05,4.34,0.0
20051029:0510,0.0,0.0,0.0,15.06,4.55,0.0
20051029:0610,0.0,0.0,0.0,15.28,4.62,0.0
20051029:0710,0.0,1.85,5.48,15.66,3.93,0.0
20051029:0810,78.37,109.84,13.17,15.96,3.93,0.0
20051029:0910,62.43,91.47,19.42,16.73,3.93,0.0
20051029:1010,363.2,444.18,23.71,17.7,3.52,0.0
20051029:1110,671.59,836.19,25.6,18.53,3.72,0.0
20051029:1210,662.89,826.42,24.86,19.32,4.0,0.0
20051029:1310,502.07,620.82,21.58,19.94,3.93,0.0
20051029:1410,351.44,435.79,16.13,20.2,4.14,0.0
20051029:1510,230.66,296.69,9.01,20.02,4.21,0.0
20051029:1610,4.34,14.87,0.72,19.24,4.28,0.0
20051029:1710,0.0,0.0,0.0,18.61,4.34,0.0
20051029:1810,0.0,0.0,0.0,18.19,4.21,0.0
20051029:1910,0.0,0.0,0.0,17.7,4.14,0.0
20051029:2010,0.0,0.0,0.0,17.22,4.07,0.0
20051029:2110,0.0,0.0,0.0,16.73,4.07,0.0
20051029:2210,0.0,0.0,0.0,16.38,4.0,0.0
20051029:2310,0.0,0.0,0.0,16.15,4.07,0.0
20051030:0010,0.0,0.0,0.0,15.92,4.0,0.0
20051030:0110,0.0,0.0,0.0,15.74,3.86,0.0
20051030:0210,0.0,0.0,0.0,15.3,3.79,0.0
20051030:0310,0.0,0.0,0.0,14.93,3.79,0.0
20051030:0410,0.0,0.0,0.0,14.75,3.93,0.0
20051030:0510,0.0,0.0,0.0,14.65,4.07,0.0
20051030:0610,0.0,0.0,0.0,14.54,4.07,0.0
20051030:0710,13.39,29.58,5.21,14.81,4.55,0.0
20051030:0810,211.26,262.85,12.89,15.58,4.55,0.0
20051030:0910,395.15,478.12,19.11,16.84,4.28,0.0
20051030:1010,553.23,673.54,23.39,18.17,4.97,0.0
20051030:1110,607.35,745.7,25.27,19.26,5.24,0.0
20051030:1210,635.68,785.27,24.53,19.96,5.24,0.0
20051030:1310,564.51,696.6,21.26,20.33,5.03,0.0
20051030:1410,434.59,537.32,15.83,20.31,4.55,0.0
20051030:1510,275.19,350.96,8.73,19.8,4.41,0.0
20051030:1610,4.85,15.74,0.46,18.76,4.28,0.0
20051030:1710,0.0,0.0,0.0,17.78,4.28,0.0
20051030:1810,0.0,0.0,0.0,17.19,4.28,0.0
20051030:1910,0.0,0.0,0.0,16.78,4.21,0.0
20051030:2010,0.0,0.0,0.0,16.41,4.07,0.0
20051030:2110,0.0,0.0,0.0,16.08,3.86,0.0
20051030:2210,0.0,0.0,0.0,15.76,3.79,0.0
20051030:2310,0.0,0.0,0.0,15.6,3.72,0.0
20051031:0010,0.0,0.0,0.0,15.45,3.66,0.0
20051031:0110,0.0,0.0,0.0,15.13,3.52,0.0
20051031:0210,0.0,0.0,0.0,14.77,3.24,0.0
20051031:0310,0.0,0.0,0.0,14.37,2.9,0.0
20051031:0410,0.0,0.0,0.0,13.98,2.97,0.0
20051031:0510,0.0,0.0,0.0,13.62,3.03,0.0
20051031:0610,0.0,0.0,0.0,13.31,3.17,0.0
20051031:0710,3.59,13.55,4.95,14.1,4.14,0.0
20051031:0810,201.57,251.21,12.6,14.92,4.14,0.0
20051031:0910,279.03,340.96,18.81,16.22,3.86,0.0
20051031:1010,126.09,166.67,23.07,17.63,4.9,0.0
20051031:1110,181.03,231.4,24.94,18.96,5.24,0.0
20051031:1210,47.49,74.17,24.2,19.79,5.1,0.0
20051031:1310,13.07,28.74,20.95,20.34,5.03,0.0
20051031:1410,27.82,49.14,15.53,20.45,4.48,0.0
20051031:1510,152.77,202.77,8.45,20.08,4.0,0.0
20051031:1610,3.84,13.99,0.19,19.43,4.28,0.0
20051031:1710,0.0,0.0,0.0,19.15,4.83,0.0
20051031:1810,0.0,0.0,0.0,18.7,5.03,0.0
20051031:1910,0.0,0.0,0.0,17.78,4.21,0.0
20051031:2010,0.0,0.0,0.0,16.91,4.28,0.0
20051031:2110,0.0,0.0,0.0,15.99,3.93,0.0
20051031:2210,0.0,0.0,0.0,15.34,3.72,0.0
20051031:2310,0.0,0.0,0.0,14.8,3.93,0.0
20051101:0010,0.0,0.0,0.0,14.29,3.52,0.0
20051101:0110,0.0,0.0,0.0,13.94,3.59,0.0
20051101:0210,0.0,0.0,0.0,13.85,3.93,0.0
20051101:0310,0.0,0.0,0.0,13.78,4.34,0.0
20051101:0410,0.0,0.0,0.0,13.63,4.62,0.0
20051101:0510,0.0,0.0,0.0,13.5,4.9,0.0
20051101:0610,0.0,0.0,0.0,13.33,5.03,0.0
20051101:0710,0.0,0.0,0.0,12.76,4.97,0.0
20051101:0810,193.96,240.0,12.32,13.03,5.24,0.0
20051101:0910,134.19,172.38,18.51,13.7,5.72,0.0
20051101:1010,308.34,369.09,22.75,14.24,6.9,0.0
20051101:1110,266.55,322.52,24.62,14.3,6.76,0.0
20051101:1210,44.3,68.61,23.88,14.36,6.55,0.0
20051101:1310,576.88,684.85,20.64,13.97,6.55,0.0
20051101:1410,65.61,93.7,15.24,12.95,6.48,0.0
20051101:1510,159.55,203.57,8.18,12.32,5.1,0.0
20051101:1610,0.0,0.0,-0.07,11.78,4.83,0.0
20051101:1710,0.0,0.0,0.0,11.18,4.07,0.0
20051101:1810,0.0,0.0,0.0,10.53,3.52,0.0
20051101:1910,0.0,0.0,0.0,9.83,3.1,0.0
20051101:2010,0.0,0.0,0.0,9.15,2.83,0.0
20051101:2110,0.0,0.0,0.0,8.67,2.69,0.0
20051101:2210,0.0,0.0,0.0,8.28,2.76,0.0
20051101:2310,0.0,0.0,0.0,8.12,2.97,0.0
20051102:0010,0.0,0.0,0.0,8.57,3.31,0.0
20051102:0110,0.0,0.0,0.0,9.28,3.79,0.0
20051102:0210,0.0,0.0,0.0,9.82,4.21,0.0
20051102:0310,0.0,0.0,0.0,10.57,4.83,0.0
20051102:0410,0.0,0.0,0.0,10.42,5.45,0.0
20051102:0510,0.0,0.0,0.0,10.75,6.07,0.0
20051102:0610,0.0,0.0,0.0,11.29,6.55,0.0
20051102:0710,0.0,0.0,0.0,11.76,6.76,0.0
20051102:0810,2.46,11.13,12.04,12.12,6.69,0.0
20051102:0910,89.2,120.81,18.21,12.72,6.34,0.0
20051102:1010,48.1,73.24,22.44,14.16,5.03,0.0
20051102:1110,80.96,113.11,24.3,15.62,5.38,0.0
20051102:1210,55.8,83.44,23.57,16.79,5.38,0.0
20051102:1310,81.64,114.75,20.33,17.55,5.38,0.0
20051102:1410,26.84,47.28,14.96,17.56,5.31,0.0
20051102:1510,8.95,22.25,7.91,16.93,5.17,0.0
20051102:1610,0.0,0.0,-0.32,16.48,5.1,0.0
20051102:1710,0.0,0.0,0.0,15.98,5.03,0.0
20051102:1810,0.0,0.0,0.0,15.52,5.1,0.0
20051102:1910,0.0,0.0,0.0,14.95,5.38,0.0
20051102:2010,0.0,0.0,0.0,14.8,5.66,0.0
20051102:2110,0.0,0.0,0.0,14.63,5.72,0.0
20051102:2210,0.0,0.0,0.0,14.47,5.93,0.0
20051102:2310,0.0,0.0,0.0,14.39,6.0,0.0
20051103:0010,0.0,0.0,0.0,14.34,5.93,0.0
20051103:0110,0.0,0.0,0.0,14.16,5.66,0.0
20051103:0210,0.0,0.0,0.0,13.97,5.38,0.0
20051103:0310,0.0,0.0,0.0,14.04,5.45,0.0
20051103:0410,0.0,0.0,0.0,14.19,5.52,0.0
20051103:0510,0.0,0.0,0.0,14.06,5.52,0.0
20051103:0610,0.0,0.0,0.0,13.98,5.66,0.0
20051103:0710,0.0,0.0,0.0,13.8,5.86,0.0
20051103:0810,248.41,303.12,11.76,14.24,6.21,0.0
20051103:0910,447.86,531.87,17.91,15.27,6.76,0.0
20051103:1010,609.15,730.68,22.13,16.24,6.34,0.0
20051103:1110,671.24,808.74,23.98,17.19,7.38,0.0
20051103:1210,700.87,848.22,23.26,17.82,7.59,0.0
20051103:1310,627.1,758.42,20.04,18.09,7.31,0.0
20051103:1410,371.07,449.95,14.67,18.12,7.79,0.0
20051103:1510,346.0,432.32,7.65,17.85,7.45,0.0
20051103:1610,0.0,0.0,0.0,17.35,7.24,0.0
20051103:1710,0.0,0.0,0.0,17.04,7.17,0.0
20051103:1810,0.0,0.0,0.0,16.77,7.03,0.0
20051103:1910,0.0,0.0,0.0,16.33,6.62,0.0
20051103:2010,0.0,0.0,0.0,15.98,6.28,0.0
20051103:2110,0.0,0.0,0.0,15.58,5.93,0.0
20051103:2210,0.0,0.0,0.0,15.02,5.38,0.0
20051103:2310,0.0,0.0,0.0,14.6,4.97,0.0
20051104:0010,0.0,0.0,0.0,14.27,4.55,0.0
20051104:0110,0.0,0.0,0.0,14.15,4.28,0.0
20051104:0210,0.0,0.0,0.0,14.14,4.28,0.0
20051104:0310,0.0,0.0,0.0,14.12,4.07,0.0
20051104:0410,0.0,0.0,0.0,13.98,3.79,0.0
20051104:0510,0.0,0.0,0.0,13.8,3.59,0.0
20051104:0610,0.0,0.0,0.0,13.52,3.45,0.0
20051104:0710,0.0,0.0,0.0,12.92,3.38,0.0
20051104:0810,234.29,287.26,11.48,13.09,3.66,0.0
20051104:0910,378.15,452.16,17.62,13.76,3.86,0.0
20051104:1010,106.38,141.73,21.82,14.05,4.55,0.0
20051104:1110,25.83,45.43,23.67,14.49,4.34,0.0
20051104:1210,41.37,64.9,22.95,13.69,4.14,0.0
20051104:1310,35.46,57.48,19.74,13.36,4.07,0.0
20051104:1410,138.68,177.63,14.4,12.79,3.66,0.0
20051104:1510,89.61,122.7,7.39,12.35,3.24,0.0
20051104:1610,0.0,0.0,0.0,11.87,3.03,0.0
20051104:1710,0.0,0.0,0.0,11.48,2.83,0.0
20051104:1810,0.0,0.0,0.0,11.22,3.03,0.0
20051104:1910,0.0,0.0,0.0,11.15,3.24,0.0
20051104:2010,0.0,0.0,0.0,10.4,3.31,0.0
20051104:2110,0.0,0.0,0.0,9.52,3.52,0.0
20051104:2210,0.0,0.0,0.0,9.13,3.79,0.0
20051104:2310,0.0,0.0,0.0,8.86,3.93,0.0
20051105:0010,0.0,0.0,0.0,8.64,3.93,0.0
20051105:0110,0.0,0.0,0.0,8.21,4.0,0.0
20051105:0210,0.0,0.0,0.0,7.91,4.14,0.0
20051105:0310,0.0,0.0,0.0,7.73,4.07,0.0
20051105:0410,0.0,0.0,0.0,7.66,4.07,0.0
20051105:0510,0.0,0.0,0.0,7.26,4.0,0.0
20051105:0610,0.0,0.0,0.0,7.0,4.07,0.0
20051105:0710,0.0,0.0,0.0,6.84,3.93,0.0
20051105:0810,147.12,183.0,11.2,7.5,3.93,0.0
20051105:0910,405.67,471.52,17.33,8.66,4.62,0.0
20051105:1010,151.23,188.73,21.52,9.74,6.0,0.0
20051105:1110,118.78,153.64,23.36,10.56,5.59,0.0
20051105:1210,89.12,120.26,22.65,10.79,4.9,0.0
20051105:1310,452.02,533.9,19.45,11.31,4.34,0.0
20051105:1410,187.97,232.22,14.13,11.71,4.0,0.0
20051105:1510,162.2,206.91,7.13,11.39,3.38,0.0
20051105:1610,0.0,0.0,0.0,10.42,3.03,0.0
20051105:1710,0.0,0.0,0.0,9.34,2.97,0.0
20051105:1810,0.0,0.0,0.0,8.9,3.45,0.0
20051105:1910,0.0,0.0,0.0,8.87,3.38,0.0
20051105:2010,0.0,0.0,0.0,9.33,3.52,0.0
20051105:2110,0.0,0.0,0.0,9.54,3.66,0.0
20051105:2210,0.0,0.0,0.0,9.92,3.93,0.0
20051105:2310,0.0,0.0,0.0,10.0,4.07,0.0
20051106:0010,0.0,0.0,0.0,9.73,4.07,0.0
20051106:0110,0.0,0.0,0.0,9.5,4.21,0.0
20051106:0210,0.0,0.0,0.0,9.42,4.28,0.0
20051106:0310,0.0,0.0,0.0,8.98,4.28,0.0
20051106:0410,0.0,0.0,0.0,8.74,4.41,0.0
20051106:0510,0.0,0.0,0.0,8.64,4.55,0.0
20051106:0610,0.0,0.0,0.0,8.56,4.69,0.0
20051106:0710,0.0,0.0,0.0,8.67,4.69,0.0
20051106:0810,212.97,257.95,10.93,9.38,4.76,0.0
20051106:0910,414.1,485.79,17.04,10.66,4.55,0.0
20051106:1010,560.14,659.98,21.22,12.05,5.45,0.0
20051106:1110,615.83,726.67,23.06,13.56,7.45,0.0
20051106:1210,641.07,760.91,22.35,14.05,7.1,0.0
20051106:1310,649.97,774.98,19.17,14.32,6.62,0.0
20051106:1410,527.52,631.75,13.86,14.28,5.72,0.0
20051106:1510,261.65,325.86,6.89,13.94,5.38,0.0
20051106:1610,0.0,0.0,0.0,13.47,5.24,0.0
20051106:1710,0.0,0.0,0.0,12.82,5.31,0.0
20051106:1810,0.0,0.0,0.0,12.44,5.66,0.0
20051106:1910,0.0,0.0,0.0,11.42,5.45,0.0
20051106:2010,0.0,0.0,0.0,11.17,5.52,0.0
20051106:2110,0.0,0.0,0.0,11.07,5.66,0.0
20051106:2210,0.0,0.0,0.0,11.14,5.72,0.0
20051106:2310,0.0,0.0,0.0,10.76,5.52,0.0
